Time,Vehicle ID,X Coordinate,Y Coordinate,Tile Name
78,22,157.046,-199.145,/home/sayon/autoware_map/town01/splitted/3_135_-221.pcd
78,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
78,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
78,5,92.41,-262.666,/home/sayon/autoware_map/town01/splitted/4_89_-273.pcd
78,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
78,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
78,8,396.33,-49.8151,/home/sayon/autoware_map/town01/splitted/4_390_-50.pcd
78,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
79,0,242.298,2.04,/home/sayon/autoware_map/town01/splitted/3_228_-4.pcd
79,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
79,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
79,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
79,13,102.626,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
79,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
79,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
79,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
79,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
79,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
79,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
79,21,344.393,-330.13,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
79,22,169.778,-199.146,/home/sayon/autoware_map/town01/splitted/3_166_-221.pcd
79,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
79,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
79,5,92.4079,-251.584,/home/sayon/autoware_map/town01/splitted/4_89_-260.pcd
79,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
79,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
79,8,396.348,-37.8628,/home/sayon/autoware_map/town01/splitted/4_390_-50.pcd
79,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
80,0,228.036,2.04,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd
80,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
80,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
80,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
80,13,102.622,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
80,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
80,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
80,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
80,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
80,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
80,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
80,21,353.153,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
80,22,183.132,-199.147,/home/sayon/autoware_map/town01/splitted/3_166_-221.pcd
80,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
80,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
80,5,92.4059,-240.3,/home/sayon/autoware_map/town01/splitted/5_89_-240.pcd
80,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
80,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
80,8,396.36,-25.4368,/home/sayon/autoware_map/town01/splitted/4_390_-37.pcd
80,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
81,0,214.551,2.04,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd
81,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
81,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
81,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
81,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
81,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
81,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
81,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
81,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
81,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
81,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
81,21,363.807,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
81,22,195.816,-199.148,/home/sayon/autoware_map/town01/splitted/3_166_-221.pcd
81,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
81,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
81,5,92.4039,-229.537,/home/sayon/autoware_map/town01/splitted/4_89_-234.pcd
81,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
81,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
81,8,396.38,-12.8024,/home/sayon/autoware_map/town01/splitted/4_390_-24.pcd
81,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
82,0,200.569,2.04,/home/sayon/autoware_map/town01/splitted/3_197_-4.pcd
82,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
82,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
82,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
82,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
82,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
82,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
82,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
82,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
82,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
82,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
82,21,376.21,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
82,22,208.49,-199.15,/home/sayon/autoware_map/town01/splitted/3_197_-221.pcd
82,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
82,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
82,5,92.4019,-218.6,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
82,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
82,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
82,8,393.452,-1.48028,/home/sayon/autoware_map/town01/splitted/4_383_-11.pcd
82,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
83,0,186.04,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd
83,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
83,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
83,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
83,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
83,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
83,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
83,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
83,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
83,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
83,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
83,21,389.542,-329.577,/home/sayon/autoware_map/town01/splitted/2_383_-379.pcd
83,22,221.263,-199.151,/home/sayon/autoware_map/town01/splitted/3_197_-221.pcd
83,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
83,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
83,5,92.4006,-211.822,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
83,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
83,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
83,8,382.735,1.98102,/home/sayon/autoware_map/town01/splitted/4_370_1.pcd
83,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
84,0,172.161,2.04,/home/sayon/autoware_map/town01/splitted/3_166_0.pcd
84,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
84,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
84,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
84,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
84,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
84,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
84,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
84,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
84,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
84,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
84,21,396.35,-319.608,/home/sayon/autoware_map/town01/splitted/5_391_-319.pcd
84,22,234.216,-199.152,/home/sayon/autoware_map/town01/splitted/3_229_-221.pcd
84,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
84,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
84,5,92.4002,-209.544,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
84,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
84,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
84,8,370.728,1.98763,/home/sayon/autoware_map/town01/splitted/4_370_1.pcd
84,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
85,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
85,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
85,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
85,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
85,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
85,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
85,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
85,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
85,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
85,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
85,21,396.349,-306.526,/home/sayon/autoware_map/town01/splitted/5_391_-306.pcd
85,22,247.747,-199.153,/home/sayon/autoware_map/town01/splitted/3_229_-221.pcd
85,23,3.11473,-5.09989,/home/sayon/autoware_map/town01/splitted/5_-3_-6.pcd
85,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
85,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
85,5,92.4002,-209.424,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
85,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
85,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
85,8,359.286,1.99392,/home/sayon/autoware_map/town01/splitted/4_358_-2.pcd
85,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
86,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
86,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
86,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
86,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
86,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
86,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
86,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
86,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
86,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
86,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
86,21,396.34,-293.622,/home/sayon/autoware_map/town01/splitted/4_383_-300.pcd
86,22,260.34,-199.154,/home/sayon/autoware_map/town01/splitted/3_260_-221.pcd
86,23,4.31355,-3.76461,/home/sayon/autoware_map/town01/splitted/5_4_-6.pcd
86,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
86,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
86,5,92.4002,-209.376,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
86,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
86,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
86,8,352.344,1.99774,/home/sayon/autoware_map/town01/splitted/5_352_1.pcd
86,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
87,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
87,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
87,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
87,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
87,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
87,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
87,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
87,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
87,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
87,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
87,21,396.336,-280.134,/home/sayon/autoware_map/town01/splitted/5_391_-280.pcd
87,22,272.623,-199.155,/home/sayon/autoware_map/town01/splitted/3_260_-221.pcd
87,23,7.17952,-2.2936,/home/sayon/autoware_map/town01/splitted/5_4_-6.pcd
87,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
87,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
87,5,92.4002,-209.348,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
87,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
87,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
87,8,349.582,1.99926,/home/sayon/autoware_map/town01/splitted/5_345_1.pcd
87,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
88,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
88,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
88,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
88,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
88,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
88,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
88,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
88,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
88,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
88,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
88,21,396.33,-266.986,/home/sayon/autoware_map/town01/splitted/4_395_-274.pcd
88,22,285.154,-199.156,/home/sayon/autoware_map/town01/splitted/3_260_-221.pcd
88,23,9.59326,-1.98,/home/sayon/autoware_map/town01/splitted/5_4_-6.pcd
88,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
88,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
88,5,92.4002,-209.339,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
88,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
88,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
88,8,349.283,1.99942,/home/sayon/autoware_map/town01/splitted/5_345_1.pcd
88,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
89,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
89,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
89,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
89,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
89,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
89,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
89,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
89,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
89,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
89,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
89,21,396.322,-253.649,/home/sayon/autoware_map/town01/splitted/4_395_-260.pcd
89,22,297.861,-199.158,/home/sayon/autoware_map/town01/splitted/3_291_-221.pcd
89,23,10.0066,-1.98,/home/sayon/autoware_map/town01/splitted/5_4_-6.pcd
89,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
89,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
89,5,92.4002,-209.332,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
89,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
89,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
89,8,349.24,1.99944,/home/sayon/autoware_map/town01/splitted/5_345_1.pcd
89,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
90,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
90,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
90,11,324.719,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
90,13,102.621,-326.59,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
90,14,103.691,2.05,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
90,15,143.959,-1.95,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
90,17,78.6389,-330.579,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
90,19,334.871,-45.419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
90,2,88.3898,-118.839,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
90,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
90,21,396.32,-240.047,/home/sayon/autoware_map/town01/splitted/3_384_-247.pcd
90,22,311.11,-199.159,/home/sayon/autoware_map/town01/splitted/3_291_-221.pcd
90,23,10.0196,-1.98,/home/sayon/autoware_map/town01/splitted/5_4_-6.pcd
90,3,88.3998,-185.329,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
90,4,338.81,-144.671,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
90,5,92.4002,-209.331,/home/sayon/autoware_map/town01/splitted/4_89_-221.pcd
90,6,334.831,-119.579,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
90,7,78.379,-1.96029,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
90,8,349.235,1.99945,/home/sayon/autoware_map/town01/splitted/5_345_1.pcd
90,9,334.79,-184.649,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
91,1,334.794,-177.148,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
91,10,88.3884,-111.338,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
91,11,326.744,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
91,13,100.218,-326.589,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
91,14,101.224,2.04937,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
91,15,146.276,-1.95057,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
91,17,81.233,-330.581,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
91,19,334.87,-46.9419,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
91,2,88.4433,-120.231,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
91,20,338.806,-152.172,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
91,21,396.32,-226.247,/home/sayon/autoware_map/town01/splitted/3_384_-247.pcd
91,22,319.86,-199.159,/home/sayon/autoware_map/town01/splitted/3_291_-221.pcd
91,23,12.1784,-1.97966,/home/sayon/autoware_map/town01/splitted/5_11_-4.pcd
91,3,88.52,-187.16,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
91,4,338.811,-142.442,/home/sayon/autoware_map/town01/splitted/4_335_-142.pcd
91,5,92.4,-206.961,/home/sayon/autoware_map/town01/splitted/4_89_-208.pcd
91,6,334.83,-121.121,/home/sayon/autoware_map/town01/splitted/5_328_-122.pcd
91,7,80.5735,-1.95949,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
91,8,347.527,1.90351,/home/sayon/autoware_map/town01/splitted/5_345_1.pcd
91,9,334.79,-186.18,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
92,1,334.793,-178.449,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
92,10,88.3886,-112.692,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
92,11,331.148,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
92,13,96.3014,-326.588,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
92,14,96.6995,2.04743,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
92,15,150.441,-1.95237,/home/sayon/autoware_map/town01/splitted/4_135_-11.pcd
92,17,86.0016,-330.583,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
92,19,334.868,-50.7126,/home/sayon/autoware_map/town01/splitted/4_332_-50.pcd
92,2,88.9309,-123.806,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
92,20,338.807,-150.891,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
92,21,396.31,-212.3,/home/sayon/autoware_map/town01/splitted/4_384_-221.pcd
92,22,324.512,-199.16,/home/sayon/autoware_map/town01/splitted/5_322_-201.pcd
92,23,16.4317,-1.97842,/home/sayon/autoware_map/town01/splitted/5_11_-4.pcd
92,3,88.9806,-190.344,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
92,4,338.815,-137.683,/home/sayon/autoware_map/town01/splitted/4_335_-142.pcd
92,5,92.4,-202.94,/home/sayon/autoware_map/town01/splitted/4_89_-208.pcd
92,6,334.826,-124.66,/home/sayon/autoware_map/town01/splitted/5_328_-129.pcd
92,7,84.5987,-1.95776,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
92,8,343.706,1.37928,/home/sayon/autoware_map/town01/splitted/5_339_-2.pcd
92,9,334.786,-190.1,/home/sayon/autoware_map/town01/splitted/5_330_-195.pcd
93,1,334.792,-181.677,/home/sayon/autoware_map/town01/splitted/5_334_-182.pcd
93,10,88.3891,-115.325,/home/sayon/autoware_map/town01/splitted/4_73_-117.pcd
93,11,337.955,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
93,13,90.2033,-326.585,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
93,14,90.4137,2.04473,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
93,15,156.966,-1.95519,/home/sayon/autoware_map/town01/splitted/5_151_-5.pcd
93,17,92.1653,-330.586,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
93,19,334.866,-56.3459,/home/sayon/autoware_map/town01/splitted/4_332_-64.pcd
93,2,90.8026,-128.554,/home/sayon/autoware_map/town01/splitted/4_89_-130.pcd
93,20,338.808,-147.437,/home/sayon/autoware_map/town01/splitted/4_336_-155.pcd
93,21,396.31,-198.897,/home/sayon/autoware_map/town01/splitted/5_392_-201.pcd
93,22,324.664,-199.16,/home/sayon/autoware_map/town01/splitted/5_322_-201.pcd
93,23,22.5394,-1.97663,/home/sayon/autoware_map/town01/splitted/5_19_-4.pcd
93,3,89.1229,-191.328,/home/sayon/autoware_map/town01/splitted/4_73_-195.pcd
93,4,338.821,-130.46,/home/sayon/autoware_map/town01/splitted/4_335_-142.pcd
93,5,92.4,-196.503,/home/sayon/autoware_map/town01/splitted/4_89_-208.pcd
93,6,334.821,-130.726,/home/sayon/autoware_map/town01/splitted/5_328_-135.pcd
93,7,90.3899,-1.95528,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
93,8,338.976,-0.761384,/home/sayon/autoware_map/town01/splitted/5_333_-2.pcd
93,9,334.782,-195.361,/home/sayon/autoware_map/town01/splitted/5_330_-201.pcd
94,1,334.789,-187.145,/home/sayon/autoware_map/town01/splitted/5_330_-188.pcd
94,10,88.39,-119.627,/home/sayon/autoware_map/town01/splitted/4_73_-130.pcd
94,11,346.47,-330.61,/home/sayon/autoware_map/town01/splitted/2_322_-379.pcd
94,13,81.6545,-326.581,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
94,14,82.7767,2.04146,/home/sayon/autoware_map/town01/splitted/3_73_-6.pcd
94,15,165.928,-1.95907,/home/sayon/autoware_map/town01/splitted/5_159_-5.pcd
94,17,99.7233,-330.589,/home/sayon/autoware_map/town01/splitted/2_73_-376.pcd
